NO,YEAR,Y_distress,X1_gross_profit,X2_net_profit_margin,X3_current_ratio,X4_quick_ratio,X5_cash_ratio,X6_receivable_turnover,X7_inventory_turnover,X8_leverage_asset,X9_leverage_equity,X10_dscr,X11_asset_coverage,X12_mbv,X13_indep_commissioner,X14_board_diversity,X15_corruption_index,SHARE_CODE,IEQ_equity_to_liability,equity_negative,equity_negative_2yr,X1_gross_profit_frac,X2_net_profit_margin_frac,X8_leverage_asset_frac,X9_leverage_equity_frac,flag_extreme_X1_gross_profit,flag_extreme_X2_net_profit_margin,flag_extreme_X3_current_ratio,flag_extreme_X4_quick_ratio,flag_extreme_X5_cash_ratio,flag_extreme_X6_receivable_turnover,flag_extreme_X7_inventory_turnover,flag_extreme_X8_leverage_asset,flag_extreme_IEQ_equity_to_liability,flag_extreme_X10_dscr,flag_extreme_X11_asset_coverage,flag_extreme_X12_mbv,n_extreme_flags
6579,2021,0,21.08,10.53,2.23,0.95,0.4381159953674438,15.56,4.67,23.23,35.14,0.44227330675525783,4.7829833085909,1.3742359121973975,0.5,0.0,38,SPMA,2.8457598178713717,0,0.0,0.2108,0.10529999999999999,0.2323,0.3514,0,0,0,0,0,0,0,0,0,0,0,0,0
6578,2022,0,22.9,10.71,3.65,1.43,0.8369821795312823,14.64,3.43,22.55,34.03,0.49260330692976234,3.9894651159202357,0.7289001004737209,0.3333333333333333,0.3333333333333333,34,SPMA,2.938583602703497,0,0.0,0.22899999999999998,0.10710000000000001,0.2255,0.3403,0,0,0,0,0,0,0,0,0,0,0,0,0
6577,2023,0,17.7,6.72,2.81,1.13,0.6651779807342894,12.43,2.63,19.17,27.31,0.2627760420257337,5.712891267340074,0.4732323493794933,0.0,0.25,34,SPMA,3.6616623947272062,0,0.0,0.177,0.0672,0.1917,0.2731,0,0,0,0,0,0,0,0,0,0,0,0,0
6611,2013,0,31.42,-25.09,1.09,1.05,0.48057757149580643,15.59,11.49,23.61,38.89,-0.053693211548126396,3.9979187376621983,1.611553382162712,0.3333333333333333,0.16666666666666666,32,SRAJ,2.5713551041398817,0,,0.31420000000000003,-0.2509,0.2361,0.3889,0,0,0,0,0,0,0,0,0,0,0,0,0
6610,2014,0,7.13,-29.55,1.19,1.13,0.5595801335394809,15.44,15.71,22.93,37.22,-0.1407976640207841,4.466427765090352,2.1742514416113585,0.5,0.0,34,SRAJ,2.6867275658248255,0,0.0,0.0713,-0.2955,0.2293,0.3722,0,0,0,0,0,0,0,0,0,0,0,0,0
6609,2015,0,12.51,-29.52,0.69,0.64,0.3751336570021641,15.01,16.83,20.86,34.36,-0.15693297720337665,6.104708222521927,2.927343363520888,0.3333333333333333,0.5,36,SRAJ,2.910360884749709,0,0.0,0.1251,-0.2952,0.2086,0.3436,0,0,0,0,0,0,0,0,0,0,0,0,0
6608,2016,0,18.87,-16.92,2.17,2.12,1.2378994440376152,12.22,20.11,9.21,12.3,-0.15366705682130918,15.85350722415004,1.5451637984404853,0.5,0.0,37,SRAJ,8.130081300813007,0,0.0,0.1887,-0.16920000000000002,0.09210000000000002,0.12300000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
6607,2017,0,17.71,-16.03,1.37,1.32,0.4636726707657454,8.89,20.52,4.43,5.88,-0.1718584480579263,31.48607013855595,1.6260325716872766,0.6,0.6666666666666666,37,SRAJ,17.006802721088437,0,0.0,0.1771,-0.1603,0.0443,0.0588,0,0,0,0,0,0,0,0,0,0,0,0,0
6606,2018,0,23.24,-11.86,0.71,0.67,0.2506486018052014,7.58,21.86,4.99,7.41,-0.09518670888620237,15.92551180939271,1.6541737416596805,0.6666666666666666,0.0,38,SRAJ,13.49527665317139,0,0.0,0.2324,-0.1186,0.0499,0.0741,0,0,0,0,0,0,0,0,0,0,0,0,0
6605,2019,0,27.97,-7.56,0.39,0.35,0.17413719246866952,7.15,20.79,8.09,14.16,-0.045020498752692574,8.588870983926617,1.81028009591667,0.5,0.0,40,SRAJ,7.062146892655367,0,0.0,0.2797,-0.0756,0.0809,0.1416,0,0,0,0,0,0,0,0,0,0,0,0,0
6604,2020,0,32.65,-1.13,0.58,0.53,0.23066332150818256,6.75,15.09,24.67,61.11,0.01202410387031198,2.9068753501517004,1.3951634492226852,0.5,0.4,37,SRAJ,1.6363933889707085,0,0.0,0.3265,-0.0113,0.24670000000000003,0.6111,0,0,0,0,0,0,0,0,0,0,0,0,0
6603,2021,0,36.64,8.61,0.38,0.36,0.23805236805101393,8.14,16.81,17.37,43.9,0.07692030876151339,7.757524596970504,1.9301721357006316,0.5,0.0,38,SRAJ,2.277904328018223,0,0.0,0.3664,0.0861,0.17370000000000002,0.439,0,0,0,0,0,0,0,0,0,0,0,0,0
6602,2022,0,28.8,-2.28,0.56,0.54,0.2901194781629051,7.57,22.95,30.01,91.04,0.008046206382949114,2.5140565875689327,4.1476987766119,0.5,0.8,34,SRAJ,1.0984182776801406,0,0.0,0.28800000000000003,-0.022799999999999997,0.30010000000000003,0.9104000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
6601,2023,0,28.68,-1.53,0.47,0.45,0.1374253968033794,7.44,36.22,29.44,88.84,0.0283450800969048,2.130315802028591,1.9382476329196314,0.3333333333333333,0.3333333333333333,34,SRAJ,1.1256190904997747,0,0.0,0.2868,-0.015300000000000001,0.2944,0.8884000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
6635,2013,0,21.54,6.98,1.05,0.4,0.03334614786702936,9.52,3.06,0.5851176948688112,1.4103221266180355,0.24148217925707205,3.232434283452019,1.968495607326523,0.8,0.0,32,SRIL,70.90578677922387,0,,0.21539999999999998,0.0698,0.005851176948688111,0.014103221266180355,0,0,0,0,0,0,0,0,0,0,0,0,0
6634,2014,0,22.0,9.1,5.06,3.36,1.2654772380994015,5.81,3.77,0.6688452338633478,2.019736093991009,0.19590270517520864,1.574348760269057,1.0577644114179363,0.3333333333333333,0.2,34,SRIL,49.51141899058677,0,0.0,0.22,0.091,0.006688452338633478,0.020197360939910092,0,0,0,0,0,0,0,0,0,0,0,0,0
6633,2015,0,21.41,8.95,4.81,2.79,1.1486294937885604,5.38,3.98,0.6467194392960574,1.8306114494593526,0.18985626909223857,1.6297440657135989,1.8959021067655824,0.6,0.0,36,SRIL,54.626556623762895,0,0.0,0.2141,0.0895,0.006467194392960574,0.018306114494593528,0,0,0,0,0,0,0,0,0,0,0,0,0
6632,2016,0,21.12,8.73,3.06,1.87,0.4896650392340515,5.4,3.78,0.6504221951945655,1.8605935109540856,0.18652919126472514,1.672259477511386,0.958816375044763,0.3333333333333333,0.0,37,SRIL,53.74629085356825,0,0.0,0.2112,0.0873,0.006504221951945654,0.018605935109540856,0,0,0,0,0,0,0,0,0,0,0,0,0
6631,2017,0,22.55,8.96,3.68,2.16,0.7262601265520758,4.49,2.84,0.6293415673929789,1.6979016583179107,0.17771884741106503,1.7682313696190752,1.295761394001207,0.3333333333333333,0.14285714285714285,37,SRIL,58.896226121287086,0,0.0,0.2255,0.08960000000000001,0.006293415673929789,0.01697901658317911,0,0,0,0,0,0,0,0,0,0,0,0,0
6630,2018,0,17.77,8.18,3.08,1.64,0.5593810394151921,5.37,2.84,0.6215948620173525,1.642670248430551,0.15987828489307243,1.8339093314652488,0.9866354710433183,0.5,0.2727272727272727,38,SRIL,60.8764906380587,0,0.0,0.1777,0.0818,0.006215948620173525,0.01642670248430551,0,0,0,0,0,0,0,0,0,0,0,0,0
6629,2019,0,17.16,7.42,4.9,2.92,0.9223077775277821,5.12,2.83,0.6199018490121885,1.630899406906262,0.19420871529921283,1.7559143719628956,0.6464149955347893,0.5,0.5,40,SRIL,61.31586017907457,0,0.0,0.1716,0.0742,0.006199018490121885,0.01630899406906262,0,0,0,0,0,0,0,0,0,0,0,0,0
6628,2020,0,17.7,6.65,2.89,1.65,0.47105023948960784,4.17,2.47,0.6369216301540997,1.754226313245885,0.14992266611346752,1.8607204639851498,0.5675903206181236,0.5,0.0,37,SRIL,57.005187554716194,0,0.0,0.177,0.0665,0.0063692163015409975,0.017542263132458852,0,0,0,0,0,0,0,0,0,0,0,0,0
6627,2021,0,-99.77,-126.77,0.38,0.13,0.00556176755882986,3.93,3.87,1.31564522556816,-4.1681138157562945,-0.6014595000949713,-6.5023156086038245,-0.5380549470649081,0.42857142857142855,0.0,38,SRIL,-23.99166731531664,1,0.0,-0.9976999999999999,-1.2677,0.013156452255681602,-0.04168113815756294,0,0,0,0,0,0,0,0,0,0,0,0,0
6626,2022,1,-51.0,-75.41,2.57,1.16,0.15346153232185183,8.35,2.99,2.0215374875213046,-1.9789165960286352,-0.17051069198418733,0.45731791124379834,-0.24563028410153978,0.6,0.6666666666666666,34,SRIL,-50.532700671005436,1,1.0,-0.51,-0.7541,0.020215374875213046,-0.01978916596028635,0,0,0,0,0,0,0,0,0,0,0,0,0
6625,2023,1,-24.55,-53.78,1.74,1.11,0.021837719130210473,6.68,3.65,2.471252726791933,-1.679692877905824,-0.07479992873237228,0.359519470207571,-0.20313684560068926,0.0,0.0,34,SRIL,-59.534693106918525,1,1.0,-0.2455,-0.5378000000000001,0.02471252726791933,-0.01679692877905824,0,0,0,0,0,0,0,0,0,0,0,0,0
6659,2013,0,22.0,4.08,3.28,1.02,0.0959345486450373,5.27,1.47,17.49,23.41,0.3312104136390987,19.975732840569883,0.9574533374937066,0.25,0.0,32,SRSN,4.271678769756514,0,,0.22,0.0408,0.17489999999999997,0.2341,0,0,0,0,0,0,0,0,0,0,0,0,0
6658,2014,0,20.38,3.09,2.87,1.31,0.20124966364877891,5.36,1.95,20.6,29.56,0.2747149988504389,14.543881469986045,0.9289257233553094,0.3333333333333333,0.0,34,SRSN,3.3829499323410017,0,0.0,0.20379999999999998,0.030899999999999997,0.20600000000000002,0.2956,0,0,0,0,0,0,0,0,0,0,0,0,0
6657,2015,0,21.53,2.92,2.17,1.07,0.07582915519183557,5.01,2.06,30.84,52.06,0.15046403985670062,12.108790877041553,0.885086288973628,0.3333333333333333,0.2,36,SRSN,1.9208605455243948,0,0.0,0.21530000000000002,0.0292,0.3084,0.5206000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
6656,2016,0,17.92,2.21,1.74,0.79,0.01441530150783946,4.25,1.69,36.54,65.18,0.06321061045537442,11.37429737057997,0.7486563366037287,0.5,0.25,37,SRSN,1.5342129487572873,0,0.0,0.17920000000000003,0.022099999999999998,0.3654,0.6518,0,0,0,0,0,0,0,0,0,0,0,0,0
6655,2017,0,21.87,3.39,2.13,0.8,0.03926439818336488,4.87,1.54,28.26,44.39,0.17432321579384213,11.653031808527098,0.7246317915934088,0.5,0.0,37,SRSN,2.2527596305474207,0,0.0,0.2187,0.0339,0.2826,0.4439,0,0,0,0,0,0,0,0,0,0,0,0,0
6654,2018,0,23.78,6.45,2.45,1.18,0.04991139770664958,5.37,1.84,22.78,32.75,0.3106176613580429,19.20840210404164,0.7937829901535245,0.5,0.0,38,SRSN,3.0534351145038165,0,0.0,0.2378,0.0645,0.2278,0.3275,0,0,0,0,0,0,0,0,0,0,0,0,0
6653,2019,0,25.27,6.26,2.47,1.16,0.12610991465676163,4.83,1.98,23.63,35.78,0.2702352360534652,11.955340240327883,0.7954907736857645,0.3333333333333333,0.0,40,SRSN,2.794857462269424,0,0.0,0.2527,0.0626,0.23629999999999998,0.3578,0,0,0,0,0,0,0,0,0,0,0,0,0
6652,2020,0,21.46,4.96,2.17,0.96,0.1519120328495261,5.3,2.3,28.82,44.45,0.25564554360957,12.279029407874523,0.5909767946071877,0.75,0.0,37,SRSN,2.249718785151856,0,0.0,0.2146,0.0496,0.2882,0.4445,0,0,0,0,0,0,0,0,0,0,0,0,0
6651,2021,0,18.48,2.92,2.48,0.88,0.11553577489274987,5.97,2.23,22.44,31.74,0.22031537476382732,16.619888266515083,0.5443866430384997,0.375,0.5,38,SRSN,3.1505986137366104,0,0.0,0.1848,0.0292,0.22440000000000002,0.31739999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0
6650,2022,0,18.99,3.44,2.82,1.36,0.08114768507793696,6.44,2.56,19.02,25.33,0.2317648523133011,25.31877749630772,0.4727636124148395,0.4,0.5,34,SRSN,3.9478878799842088,0,0.0,0.18989999999999999,0.0344,0.1902,0.25329999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0
6649,2023,0,23.18,5.65,2.89,1.35,0.09122807625799795,5.62,2.66,16.9,22.27,0.39799261538385877,35.24691961476407,0.5676148097844443,0.3333333333333333,0.0,34,SRSN,4.49034575662326,0,0.0,0.2318,0.0565,0.16899999999999998,0.2227,0,0,0,0,0,0,0,0,0,0,0,0,0
6683,2013,0,28.32,16.29,2.01,1.76,0.9140585953186907,5.01,10.55,22.66,50.46,0.26515181887790684,2.936200818070145,1.0088696468437401,0.3333333333333333,0.25,32,SSIA,1.9817677368212443,0,,0.2832,0.1629,0.2266,0.5046,0,0,0,0,0,0,0,0,0,0,0,0,0
6682,2014,0,23.21,11.55,1.68,1.48,0.6795546217859201,4.34,8.47,21.34,42.52,0.16849623859018528,3.392661027496175,1.6733415923436252,0.3333333333333333,0.25,34,SSIA,2.3518344308560675,0,0.0,0.2321,0.1155,0.2134,0.4252,0,0,0,0,0,0,0,0,0,0,0,0,0
6681,2015,0,23.86,7.87,1.56,1.31,0.4977521039355989,4.82,8.97,21.31,41.26,0.16935096224636917,3.6301529148166005,1.0078651292921261,0.3333333333333333,0.25,36,SSIA,2.423654871546292,0,0.0,0.2386,0.0787,0.21309999999999998,0.41259999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0
6680,2016,0,27.91,2.66,1.78,1.58,0.8025184118407048,3.31,6.31,34.15,73.29,0.10233412777176899,2.7226956673124243,0.6090616093932231,0.42857142857142855,0.0,37,SSIA,1.3644426251876107,0,0.0,0.2791,0.026600000000000002,0.34149999999999997,0.7329000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
6679,2017,0,26.18,37.91,1.93,1.77,0.44704021913510417,1.46,6.0,25.66,50.72,0.051564048453099184,3.580941032903246,0.5412760971778099,0.3333333333333333,0.25,37,SSIA,1.971608832807571,0,0.0,0.2618,0.3791,0.2566,0.5072,0,0,0,0,0,0,0,0,0,0,0,0,0
6678,2018,0,26.42,2.44,1.7,1.47,0.7789392597737818,1.61,6.18,20.35,34.36,0.08451234242437305,5.447129195213318,0.5365156946937493,0.3333333333333333,0.5,38,SSIA,2.910360884749709,0,0.0,0.2642,0.024399999999999998,0.20350000000000001,0.3436,0,0,0,0,0,0,0,0,0,0,0,0,0
6677,2019,0,27.18,3.4,2.37,2.12,1.0025517238741302,2.87,6.59,22.94,41.45,0.10539282970350923,3.3555804327003647,0.6882122853556335,0.3333333333333333,0.0,40,SSIA,2.4125452352231602,0,0.0,0.2718,0.034,0.22940000000000002,0.41450000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
6676,2020,0,21.75,-2.62,1.61,1.35,0.5157157425088321,1.98,5.06,27.38,49.32,0.03817721912026906,3.7722685894515955,0.6394400170281146,0.3333333333333333,0.25,37,SSIA,2.02757502027575,0,0.0,0.2175,-0.0262,0.2738,0.4932,0,0,0,0,0,0,0,0,0,0,0,0,0
6675,2021,0,22.29,-8.12,2.07,1.69,0.5993463700903398,1.64,3.51,31.16,59.63,0.023373972291214816,2.8004234477939156,0.5622296184013943,0.25,0.0,38,SSIA,1.6770082173402647,0,0.0,0.2229,-0.0812,0.3116,0.5963,0,0,0,0,0,0,0,0,0,0,0,0,0
6674,2022,0,25.36,5.75,1.82,1.61,0.6768699977213652,2.41,5.81,31.97,62.22,0.0739856148111799,2.9372039822100033,0.3026759331214069,0.3333333333333333,0.5,34,SSIA,1.6072002571520412,0,0.0,0.2536,0.0575,0.3197,0.6222,0,0,0,0,0,0,0,0,0,0,0,0,0
6673,2023,0,29.16,5.1,2.13,1.92,0.8865488907842565,3.01,9.32,31.01,58.74,0.140000224025721,2.8119853217810795,0.45956998484993844,0.3,0.25,34,SSIA,1.7024174327545114,0,0.0,0.2916,0.051,0.31010000000000004,0.5874,0,0,0,0,0,0,0,0,0,0,0,0,0
6707,2013,0,51.62,32.19,2.81,2.74,1.8582563951715327,6.4,13.11,30.29,48.41,0.6575385516997174,4.364137053492021,3.3720158008243843,0.5,0.0,32,SSMS,2.065688907250568,0,,0.5162,0.32189999999999996,0.3029,0.4841,0,0,0,0,0,0,0,0,0,0,0,0,0
6706,2014,0,50.44,25.43,1.05,1.02,0.7017966872420844,3.81,19.01,27.57,66.88,0.2516970514263846,3.043037981642905,5.687303432779626,0.3333333333333333,0.25,34,SSMS,1.4952153110047848,0,0.0,0.5044,0.25429999999999997,0.2757,0.6688,0,0,0,0,0,0,0,0,0,0,0,0,0
6705,2015,0,52.58,24.03,1.38,1.25,0.4005602576329921,2.55,8.83,45.59,105.49,0.22641324396914994,2.1339229327952824,6.156791496959654,0.5,0.3333333333333333,36,SSMS,0.9479571523367144,0,0.0,0.5257999999999999,0.2403,0.4559,1.0549,0,0,0,0,0,0,0,0,0,0,0,0,0
6704,2016,0,53.85,21.73,1.48,1.27,0.12358381136118224,2.14,5.83,41.53,85.18,0.2618374586223481,2.465598856116523,3.742910357294697,0.4,0.0,37,SSMS,1.1739845034045548,0,0.0,0.5385,0.2173,0.4153,0.8518000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
6703,2017,0,53.24,25.02,4.36,4.01,1.960733102090177,1.83,4.58,47.83,111.78,0.21346188538378014,1.9356855505827537,3.4164331777795063,0.3333333333333333,0.16666666666666666,37,SSMS,0.8946144211844695,0,0.0,0.5324,0.2502,0.4783,1.1178,0,0,0,0,0,0,0,0,0,0,0,0,0
6702,2018,0,43.13,2.34,5.28,4.99,2.0100901957728805,1.48,5.81,52.73,146.38,0.12037451287012307,1.670326843377661,2.9259563714090255,0.3333333333333333,0.25,38,SSMS,0.6831534362617844,0,0.0,0.4313,0.023399999999999997,0.5273,1.4638,0,0,0,0,0,0,0,0,0,0,0,0,0
6701,2019,0,30.8,0.37,2.51,2.17,1.6826637352800362,2.04,5.88,53.74,156.45,0.02744096277545542,1.6290570157509319,1.9782455252469031,0.0,0.0,40,SSMS,0.6391818472355386,0,0.0,0.308,0.0037,0.5374,1.5644999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
6700,2020,0,44.81,14.48,2.37,1.99,1.3261196359790968,8.71,4.44,49.7,130.35,0.15082270866248582,1.753236496978473,2.4444204638313827,0.5,0.0,37,SSMS,0.7671653241273495,0,0.0,0.4481,0.1448,0.49700000000000005,1.3034999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
6699,2021,0,42.38,29.35,1.71,1.3,0.7337965030778141,6.38,3.57,70.72,520.09,0.18168985197699067,1.22242470178913,6.314303890004757,0.3333333333333333,0.0,38,SSMS,0.19227441404372317,0,0.0,0.4238,0.29350000000000004,0.7071999999999999,5.200900000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
6698,2022,0,38.29,13.12,1.11,0.85,0.4330560424895532,9.34,6.22,64.31,350.32,0.3324523707204854,1.4155400006613303,6.8484829310603645,0.5,0.0,34,SSMS,0.28545329984014617,0,0.0,0.3829,0.13119999999999998,0.6431,3.5032,0,0,0,0,0,0,0,0,0,0,0,0,0
6697,2023,0,26.15,3.21,1.06,0.83,0.2602159822795199,7.5,7.29,69.26,411.05,0.11546202628753445,1.3928365783585208,5.001916971221049,0.6,0.2,34,SSMS,0.24327940639824838,0,0.0,0.2615,0.0321,0.6926000000000001,4.1105,0,0,0,0,0,0,0,0,0,0,0,0,0
6731,2013,0,4.08,-2.31,1.31,0.22,0.008671375958768922,10.97,1.5,0.661152857654358,1.951183218124788,-0.006572375248233666,2.2676168373100674,0.34044304073469384,0.2,0.0,32,SSTM,51.25095330417326,0,,0.0408,-0.0231,0.0066115285765435804,0.019511832181247878,0,0,0,0,0,0,0,0,0,0,0,0,0
6730,2014,0,0.74,-2.47,1.2,0.15,0.004349729511551212,9.03,1.49,0.6653973070105619,1.9886191024516506,-0.04397773681417647,2.4201501843847293,0.46588527247061856,0.3333333333333333,0.0,34,SSTM,50.28615076497853,0,0.0,0.0074,-0.024700000000000003,0.006653973070105619,0.019886191024516508,0,0,0,0,0,0,0,0,0,0,0,0,0
6729,2015,0,0.27,-2.07,1.14,0.16,0.005270449361839951,10.27,1.5,0.6618689205437708,1.9574329624125812,-0.04678824394421075,2.670348492739393,0.2494445082271359,0.0,0.0,36,SSTM,51.08731789044142,0,0.0,0.0027,-0.0207,0.006618689205437708,0.01957432962412581,0,0,0,0,0,0,0,0,0,0,0,0,0
6728,2016,0,0.49,-3.61,1.17,0.19,0.008605547377079354,8.73,1.45,0.6337430579934583,1.7303236752178879,-0.05196191446159958,2.824416754822793,1.771566689092783,0.5,0.0,37,SSTM,57.79265546222598,0,0.0,0.0049,-0.0361,0.006337430579934583,0.017303236752178878,0,0,0,0,0,0,0,0,0,0,0,0,0
6727,2017,0,1.06,-6.9,1.71,0.1,0.013063381743892806,10.55,1.19,0.6491900904865306,1.850546614881641,-0.05481266363760654,2.008111864941865,2.094817143197367,0.3333333333333333,0.0,37,SSTM,54.03808755522535,0,0.0,0.0106,-0.069,0.006491900904865306,0.01850546614881641,0,0,0,0,0,0,0,0,0,0,0,0,0
6726,2018,0,2.86,0.27,2.23,0.14,0.02520241931319801,26.14,1.4,0.6171109738881998,1.611722801655874,-0.03516147543484701,2.0011355714129557,2.458769577791554,0.5,0.0,38,SSTM,62.04540873732171,0,0.0,0.0286,0.0027,0.006171109738881998,0.01611722801655874,0,0,0,0,0,0,0,0,0,0,0,0,0
6725,2019,0,3.85,-4.59,1.59,0.1,0.011015071637031776,23.4,1.3,0.6107959156985756,1.5693461100103367,-0.031431804417507994,2.351907013102814,3.097505339595774,0.4,0.0,40,SSTM,63.72080662266485,0,0.0,0.0385,-0.045899999999999996,0.0061079591569857565,0.01569346110010337,0,0,0,0,0,0,0,0,0,0,0,0,0
6724,2020,0,2.83,-6.96,1.49,0.09,0.010788034234287229,15.7,0.9,0.6134728627418109,1.5871404712392865,-0.03602032824933176,2.42483386009691,3.581889722089713,0.5,0.0,37,SSTM,63.00639534566025,0,0.0,0.028300000000000002,-0.0696,0.006134728627418109,0.015871404712392866,0,0,0,0,0,0,0,0,0,0,0,0,0
6723,2021,0,2.65,25.02,2.29,0.12,0.01918684148174963,19.7,0.93,0.48140497439601204,0.9282869110349408,-0.0572215146977368,3.126843403923131,3.8859519479974605,0.4,0.0,38,SSTM,107.7253151059845,0,0.0,0.0265,0.2502,0.00481404974396012,0.009282869110349408,0,0,0,0,0,0,0,0,0,0,0,0,0
6722,2022,0,2.2,-2.32,1.43,0.02,0.010504596518020597,48.88,1.07,0.4602036903434736,0.8525506420293723,-0.06197875950419253,7.075000279671813,3.8538019331914772,0.4,0.4,34,SSTM,117.2950849722717,0,0.0,0.022000000000000002,-0.0232,0.004602036903434736,0.008525506420293722,0,0,0,0,0,0,0,0,0,0,0,0,0
6721,2023,0,1.1,-2.78,1.48,0.03,0.01555408145870653,183.61,0.98,0.44353954473291385,0.7970728926640918,-0.06722428319527557,7.715239839218762,2.4722637096098286,0.3333333333333333,0.0,34,SSTM,125.45904009577542,0,0.0,0.011000000000000001,-0.0278,0.004435395447329138,0.007970728926640918,0,0,0,0,0,0,0,0,0,0,0,0,0
6755,2013,0,4.08,-2.31,1.31,0.22,0.008671375958768922,10.97,1.5,0.661152857654358,1.951183218124788,-0.012823908287572268,2.2676168373100674,0.34044304073469384,0.5,0.375,32,STAR,51.25095330417326,0,,0.0408,-0.0231,0.0066115285765435804,0.019511832181247878,0,0,0,0,0,0,0,0,0,0,0,0,0
6754,2014,0,0.74,-2.47,1.2,0.15,0.004349729511551212,9.03,1.49,0.6653973070105619,1.9886191024516506,-0.08745496751126253,2.4201501843847293,0.46588527247061856,0.0,0.0,34,STAR,50.28615076497853,0,0.0,0.0074,-0.024700000000000003,0.006653973070105619,0.019886191024516508,0,0,0,0,0,0,0,0,0,0,0,0,0
6753,2015,0,0.27,-2.07,1.14,0.16,0.005270449361839951,10.27,1.5,0.6618689205437708,1.9574329624125812,-0.09158485094979896,2.670348492739393,0.2494445082271359,0.6666666666666666,0.6666666666666666,36,STAR,51.08731789044142,0,0.0,0.0027,-0.0207,0.006618689205437708,0.01957432962412581,0,0,0,0,0,0,0,0,0,0,0,0,0
6752,2016,0,0.49,-3.61,1.17,0.19,0.008605547377079354,8.73,1.45,0.6337430579934583,1.7303236752178879,-0.08991093080255251,2.824416754822793,1.771566689092783,0.5,0.0,37,STAR,57.79265546222598,0,0.0,0.0049,-0.0361,0.006337430579934583,0.017303236752178878,0,0,0,0,0,0,0,0,0,0,0,0,0
6751,2017,0,1.06,-6.9,1.71,0.1,0.013063381743892806,10.55,1.19,0.6491900904865306,1.850546614881641,-0.1014333891472188,2.008111864941865,2.094817143197367,0.4,0.2,37,STAR,54.03808755522535,0,0.0,0.0106,-0.069,0.006491900904865306,0.01850546614881641,0,0,0,0,0,0,0,0,0,0,0,0,0
6750,2018,0,2.86,0.27,2.23,0.14,0.02520241931319801,26.14,1.4,0.6171109738881998,1.611722801655874,-0.05667055169820582,2.0011355714129557,2.458769577791554,0.4,0.0,38,STAR,62.04540873732171,0,0.0,0.0286,0.0027,0.006171109738881998,0.01611722801655874,0,0,0,0,0,0,0,0,0,0,0,0,0
6749,2019,0,3.85,-4.59,1.59,0.1,0.011015071637031776,23.4,1.3,0.6107959156985756,1.5693461100103367,-0.049327379993221884,2.351907013102814,3.097505339595774,0.5,0.0,40,STAR,63.72080662266485,0,0.0,0.0385,-0.045899999999999996,0.0061079591569857565,0.01569346110010337,0,0,0,0,0,0,0,0,0,0,0,0,0
6748,2020,0,2.83,-6.96,1.49,0.09,0.010788034234287229,15.7,0.9,0.6134728627418109,1.5871404712392865,-0.05716932075183819,2.42483386009691,3.581889722089713,0.4,0.0,37,STAR,63.00639534566025,0,0.0,0.028300000000000002,-0.0696,0.006134728627418109,0.015871404712392866,0,0,0,0,0,0,0,0,0,0,0,0,0
6747,2021,0,2.65,25.02,2.29,0.12,0.01918684148174963,19.7,0.93,0.48140497439601204,0.9282869110349408,-0.05311798312350255,3.126843403923131,3.8859519479974605,0.5,0.0,38,STAR,107.7253151059845,0,0.0,0.0265,0.2502,0.00481404974396012,0.009282869110349408,0,0,0,0,0,0,0,0,0,0,0,0,0
6746,2022,0,2.2,-2.32,1.43,0.02,0.010504596518020597,48.88,1.07,0.4602036903434736,0.8525506420293723,-0.052840031207483394,7.075000279671813,3.8538019331914772,0.5,0.0,34,STAR,117.2950849722717,0,0.0,0.022000000000000002,-0.0232,0.004602036903434736,0.008525506420293722,0,0,0,0,0,0,0,0,0,0,0,0,0
6745,2023,0,1.1,-2.78,1.48,0.03,0.01555408145870653,183.61,0.98,0.44353954473291385,0.7970728926640918,-0.053582653863728395,7.715239839218762,2.4722637096098286,0.3333333333333333,0.0,34,STAR,125.45904009577542,0,0.0,0.011000000000000001,-0.0278,0.004435395447329138,0.007970728926640918,0,0,0,0,0,0,0,0,0,0,0,0,0
6779,2013,0,18.29,6.75,1.14,0.62,0.04549842549925015,7.77,4.97,0.5278228814952476,1.1178493425660043,0.24474108416884777,4.922912690539729,2.925251255172618,0.3333333333333333,0.25,32,STTP,89.45749323468911,0,,0.18289999999999998,0.0675,0.0052782288149524756,0.011178493425660043,0,0,0,0,0,0,0,0,0,0,0,0,0
6778,2014,0,18.38,5.7,1.48,0.88,0.048070684301630494,8.39,5.52,0.5203453090214912,1.0848331493641237,0.2557141211430178,3.3565472979637123,4.626302532820272,0.75,0.5,34,STTP,92.18007401287021,0,0.0,0.1838,0.057,0.005203453090214912,0.010848331493641237,0,0,0,0,0,0,0,0,0,0,0,0,0
